Unnamed: 0,index,user_name,date,text,label
1232,"""물뽕""",75xakJiqmDKT5fX,2018-07-07 08:59:24,"비아그라판매
비아그라구입
카톡:Aldk777
비아그라파는곳
비아그라가격
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Aldk777
레비트라구입
강력드레곤구입방법
정품드레곤구입방법 pic.twitter.com/HM8pPpQQq4",1
1928,"""물뽕""",Ron1114,2018-08-03 05:20:20,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
^`●}■~ pic.twitter.com/VtRbl0lh6m",1
57464,"""크리스탈""",lefelis,2019-04-20 10:29:19,오 마그나 하이레벨들 다 깨셨어요?ㅇ0ㅇ!? 아니 트공도 안하시고ㅋㅋ 마그나1하렙들이 그나마 난이도가 내려갔어요... 전엔 굉장히 거지같았던....... 그리고 마1하렙에서 마2자발 크리스탈이 나오기때문에 돌아주셔야합니다 물론 쓰밥땜에 마1도 계속 돌아야하고ㅋㅋㅋ조금씩 재밌어지실 단계지요!,0
99753,"""아이스""",hell_diet_T_T,2019-05-23 12:27:23,"오후동안
아이스아메리카노, 미니에너지바 한 개, 영양롤과자 한 개

저녁 20:30
서브웨이 터키(오트+치즈x+절인야채는 올리브만+기본야채+레드와인식초+올리브오일+후추)

옆에 혈육 맥날 감투와 콜라 두 입 먹음
와 빵 너무 오랜만에 먹었다 오트여도 pic.twitter.com/uDvYHbBfFm",0
1607,"""물뽕""",ZD18Ca2slFTGW5b,2018-08-10 18:58:01,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
&&~:^= pic.twitter.com/VaWZG0VknJ",1
2621,"""물뽕""",dbsll02,2018-08-09 13:31:52,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
~~-■)$ pic.twitter.com/aEaqc69phw",1
37475,"""아이스""",mighty_boy_,2018-08-09 17:19:10,으악ㅋㅋㅋㅋㅋㅋ 지금 아이스 래즈애플 두개 먹고있긴해요.. 다음은 뭘 살지,0
94993,"""아이스""",9YGJbI1ogIbYwKe,2019-05-17 06:03:44,"I just published 텔HighHemp,하이햄프’아이스파는곳,아이스삽니다,아이스진품,아이스느낌,아이스구입방법, https://link.medium.com/8k0PPx7WKW ",1
35630,"""아이스""",kju10020919,2018-08-14 07:09:52,"서치용
신의 헤어악세서리 1000
신의 스커트 1000
샤이니 네온 챰 레드 루즈 드레스.슈즈 1000
샤이니 네온 챰 해피 허니 드레스.슈즈 1000
샤이니 네온 챰 아이스 민트 힐 1000
큐피드 하트 세트 8000
실키 화이트 스완 세트 2000
슈퍼 샤이니 네온 미카 헤어 액세서리 7000",0
84662,"""아이스""",Lobelia_fl,2019-05-01 07:49:19,개인적으로 전 유리 온 아이스의 유리오가 제일 쉬웠어요. 제가 보통 무표정이 많은데 유리오는 컨셉 잡는다고 저랑 평소에 비슷한 표정으로 사진 찍었어요.,0
34325,"""아이스""",0613Tinkerbell,2018-08-30 03:33:27,"#MPN #BTS #BTSARMY @BTS_twt

정보 감솨

제가 새롭게 알게 된 건 
남준군의 아이스스케이팅이 
숨겨진 재능이라는 사실이네여",0
3024,"""물뽕""",xiu_min326,2018-07-23 13:09:26,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

*◎●}+@ pic.twitter.com/mvm7NGLrpf",1
30772,"""아이스""",smiling_Blank,2018-08-18 07:45:47,"카페인 너무 많이 드시면 안좋아요-. 적당한 사이즈로 드릴게요(찡긋)

저도 사실 피곤해 죽을 것 같은데..
음료 받으시고 같이 땡땡이쳐주시지 않을래요...?(마치 사랑의 도피를 제안하는, 왕자님 처럼..!)

조금만 기다려주세요~.(그러더니 곧 제 자리로 돌아가 아이스 아메리카노 하나를 내주었지)",0
12258,"""크리스탈""",mmmhyun95,2018-08-30 12:37:52,소희랑 크리스탈은 약간 비슷한 라인잉거 같은데 아이린은 완전 다르지 않나 슨데 그런거 다 필요없다 너무 예뻐 ㅠㅠㅠㅠ,0
19989,"""도리도리""",M_Dangdong,2018-07-25 12:40:54,"""철심은 내일 빼도 괜찮을거야.""
-리베라/다 붙었어. 뒤틀린데도 없고.-

ㅇㅅㅇ
-수현/꼬리따라 도리도리-",0
2801,"""물뽕""",jnsinjns,2018-08-07 13:29:58,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
^*#(※ pic.twitter.com/DutbnEAcJN",1
1478,"""물뽕""",tntkorea,2018-08-12 12:26:26,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
&[▲--* pic.twitter.com/FIGZzkgVSB",1
61923,"""크리스탈""",NANA_MBNG,2019-05-23 07:38:19,벨테인 크리스탈 3배 나왔다 나 아직 벨테인하려면 한참인데,0
1518,"""물뽕""",euroman0574,2018-08-12 00:14:50,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
■=-'▲◆ pic.twitter.com/MPjOZLvYmQ",1
89859,"""아이스""",MnCRXD1a7cExraU,2019-04-22 15:20:55,"북미산※'아이스'※와인 by술대장 

     ☞☞ https://www.suldaejang.com  ☜ ☜ 

     ☞☞ https://www.suldaejang.com  ☜ ☜ 

                  ♧ 안전제일 ♧",1
81983,"""아이스""",BTS_CODE,2019-04-03 14:27:40,얼죽아가뭐지.. 얼그레이 죽..아이스..?  얼어죽을만큼차가운 아메리카노?!!! 얼죽아가모야..? ,0
4045,"""물뽕""",skypam0624,2018-07-28 12:03:56,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

§!↓▲←` pic.twitter.com/ntECQAuVzl",1
47986,"""아이스""",Dario_Starry,2018-08-01 06:44:11,(아이스 팩을 안겨준다.),0
35098,"""아이스""",DAGVDVDA,2018-08-15 11:11:57,오프라인에 아이스모찌 파는 곳 있나요? ,0
98011,"""아이스""",flower_of_Yachi,2019-05-11 06:35:00,아픈게 아니라니 다행이에요..! 점심은 먹었고 지금 카페인을 주입하고 있었어요!(아이스아메리카노 뇸뇸),0
95380,"""아이스""",Genewsid,2019-05-16 11:55:39,"내 눈을 사로잡은 거대 아이스 마카롱
덥썩) pic.twitter.com/rkGateJ4GD",0
69170,"""도리도리""",Boo_m__,2019-04-08 13:41:50,"작은 버둥거림에 더 꽈악 안으며 아카아시, 안좋은 꿈 꿨어? 하고 보쿠토가 물으니 아카아시는 고개를 좌우로 도리도리. 그럼 왜~ 기분이 안좋아?? 하고 묻자 아무 말 안하고 숨만 쌔액쌔액 내쉬는 아카아시.",0
4625,"""크리스탈""",MyReisonDetre,2018-08-06 14:47:42,"아악 으악 아악 그걸로 너랑 주변사람들 지키라고요??ㅠㅠㅠㅠㅠ 그러고보니 스킬 얻을때도 소울크리스탈에서 따스한 빛이 흘러들어옵니다 그거엿죠..
ㅠㅠㅠㅠㅠㅠㅠㅠㅠ",0
84733,"""아이스""",Iphigeneiaxx,2019-05-01 04:17:45,아이스라떼는 맛보러 가고 싶은데 꼬락서니가 영 짜증나가 성수 갈일 생길 때까지 유예할래,0
78351,"""도리도리""",pellt_bot,2019-05-25 10:21:18,"-도리도리-

확인하지 않아도 메리씨께서 저보다 더 귀여우십니다",0
1898,"""물뽕""",mkbzzang,2018-08-03 15:11:44,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
_☆!~←◎ pic.twitter.com/PXsseLNYPQ",1
1038,"""물뽕""",gPjIvWkDcVJPST2,2018-07-17 21:32:44,"@chaeje ※바르는비아그라◇ 패키지특가   http://info.aoa111.com 
발기부전치료☆
물뽕구입방법◆
디퓨져
20대남자가죽시계
예쁜일본소품
!@$!
♭♭♭♭♭

무지에코백파는곳",1
40291,"""아이스""",Haesya_,2018-08-04 00:58:03,아이스 페퍼민트 티 마셨더니 속이 시원타,0
51844,"""아이스""",Dane_istory,2018-07-05 19:38:08,"#이_해시태그를_본_순간_복사_해서_프로필__작성_한다

닉네임 : 댜니
키 : 168
발 사이즈 : 245
별자리 : 물고기자리
혈액형 : O형
탐라 포지션 : 구경꾼+하트러
좋아하는 음료 : 아이스 초코?

#이_해시태그를_본_순간_복사_해서_프로필__작성_한다",0
1953,"""물뽕""",lovelydayszyoon,2018-08-03 00:05:46,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
~#~※- pic.twitter.com/48iQsYY6wQ",1
58464,"""크리스탈""",Zeta_617,2019-04-28 09:58:32,아 징짜 크리스탈에 순금으로 박아서 드려야대요(,0
29972,"""아이스""",MyReisonDetre,2018-08-20 12:39:02,아이스하트 (주먹울음,0
1441,"""물뽕""",singyeongjuni,2018-08-16 00:16:31,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
+★§＃▽ pic.twitter.com/gC2exANncu",1
29214,"""아이스""",blue_lilly_,2018-08-25 15:21:15,"4.커피
커피좋아하지만 카페인 때문에 못마셔요ㅠㅠ그래두 얘기를한다면

플렛화이트/모카/아포가토/마끼아토

대부분 아이스로 마시는걸선호해요 뜨거운걸 못마시거든요 
음료시키고 안마시고있음 싫어하는게아니라 아마식히고있거나 마실타이밍을 놓쳐서 각을재고 있는걸꺼에요ㅋㅋ",0
1137,"""물뽕""",Twocoat486,2018-07-10 09:19:51,"비아그라판매
비아그라구입
카톡:Aldk777
비아그라파는곳
비아그라가격
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Aldk777
레비트라구입
강력드레곤구입방법
정품드레곤구입방법 pic.twitter.com/DRruWCOYei",1
38047,"""아이스""",zzzz_TK,2018-08-08 11:30:51,헉....허어어어억...... 막 술 이런 거 아니고 그냥 아이스 초코죠? 어디서 사셧나요!?!?!?!? (초코맨,0
1254,"""물뽕""",3f7761a6261a497,2018-08-18 20:33:46,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
▼*}▲☆★ pic.twitter.com/qM6yuUjZoo",1
83782,"""아이스""",icewbing,2019-05-03 14:43:27,아이스샌드 너무 좋아;;;,0
2446,"""물뽕""",syj05018,2018-08-05 17:26:22,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
}~[#!● pic.twitter.com/hDjeHNjIOv",1
31032,"""아이스""",dreamermocha,2018-08-17 13:28:27,홀림목 머시기 아이스랑 플레인 팬케이크~~맛있어브러~~ pic.twitter.com/j2O2DaXKYG,0
51904,"""아이스""",dollnagi_1024,2018-07-05 15:02:24,ㅠ.ㅠ..ㅜ.......ㅜ.....여름..이..니...까..아이스..커..피..여..름..엔...맥..심.....아이...스....,0
80556,"""아이스""",jsz0505,2019-04-14 06:28:46,누나~누나~~살살녹는 아이스찰떡누나?,0
29,"""#아이스""",sbZ1sbZjgXwMRdP,2018-07-29 14:59:17,"#아이스
#작대기
@술팝니다
@아이스팝니다
@작대기팝니다
@털레그램aoa1000
@전화기분실로 기존손님들찾습니다
아이비입니다
@긴말안해도아실겁니다있는사람과양아치차이를
@복사해서사기치는분들이있으니텔레그램확인하세요aoa1000톡주세요 
@인원수차면 내리겠습니다 단골위주로안전하게오래가실분",1
59388,"""크리스탈""",R_Eyal,2019-04-22 12:40:53,"와아. (영롱하게 빛나는 푸른색 보석을 홀린 듯 바라본다. 탄자나이트 뿐만 아니라 반짝이는 크리스탈 또한 마음에 들어 당장이라도 코트에 달고 싶은 욕구를 꾹 참는다. 구매하고 나서 달아야지, 그게 예의니까.) 당신이 직접 만들었나요...? 정말 예뻐요.",0
69704,"""도리도리""",Atsushi_1220_,2019-04-15 08:45:24,(도리도리)부끄러워서..///,0
1184,"""물뽕""",ursopi,2018-07-09 14:45:52,"비아그라판매
비아그라구입
카톡:Aldk777
비아그라파는곳
비아그라가격
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Aldk777
레비트라구입
강력드레곤구입방법
정품드레곤구입방법 pic.twitter.com/iQYRcYGT1h",1
87253,"""아이스""",rhaktkwkd,2019-04-17 12:23:30,"갹~~맞아용ㅜㅜ 요즘은 온리아이스에용! 헤헤. 역시 달다구리한거 좋아하시는군용 마시는커피에 따라 성격도 나뉜다던데, 디님은 상냥하구 상냥하구 상ㄴㅑㅇ...(그것밖에모르냥! ><전 아메리카노 좋아해용!! 그래두 단거 끌릴땐 프라페를 먹는답니다 ㅎㅎㅎ",0
4163,"""크리스탈""",tweet_mylover,2018-07-15 15:14:43,"어딜 봐요 어딜 봐 어딜 봐 
여길 봐요 여길 봐요 여길 봐
사실 넌 좀 예뻐
크리스탈같이 빛을 내곤 해
난 흠칫 놀란 샌님 같이 힐끗대곤 해
참아보려 아무리 애써도 자꾸 생각 나
밤하늘의 달빛보다 아름다워 누구보다

mhy5600",0
101854,"""아이스""",icechoco_lavu,2019-05-26 14:54:30,사실이면..................... 개오반데...,0
71851,"""도리도리""",BloodwithU_K,2019-05-18 02:09:30,"… … 모르면 말아. 안, 지었… … (지었나. 방 한구석의 미니냉장고에 시선이 미치고, 네 얼굴에 시선이 미치고… … . 얌전히 입을 다물고 고개 도리도리.)",0
75005,"""도리도리""",salwji,2019-05-06 16:12:05,앟ㅋㅋㅋㅋ 케셰트 막.. 힘 뺀거라고 막 도리도리 하고.. 테인이꺼 너무 크다고 힘들어하고 그러겠네요! 나중에 많이 하면.. 나아중에는 익숙해지겠죠..!! 케셰트는..?(?),0
20899,"""도리도리""",ch_taaaehh,2018-08-12 12:20:17,(도리도리) 뿌잉이 빠졌잖아. 다시-.,0
1762,"""물뽕""",jihoon___S2,2018-08-20 16:23:35,"비아그라판매  홈페이지  http://www.via597.ow.to 
비아그라구입
비아그라파는곳
비아그라가격
카톡:Viagra81
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Viagra81
레비트라구입
강력드레곤구입방법
정품드레곤구입방법
%＠==★* pic.twitter.com/EwSwpaHduQ",1
1893,"""물뽕""",euroman0574,2018-08-03 16:11:40,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
^)◎}{ pic.twitter.com/7PEhWSa2hK",1
18349,"""도리도리""",AlwaysBom_ITUS,2018-08-18 08:31:46,"음- 아니! 아직 전-혀! 사실 이름 짓고 그러는거엔 별로 자신 없어- 방금전엔 잔모래로 지을까 생각중이었고- (고개를 도리도리 젓곤 그냥 베시시 웃어버려) 완벽한 이름- 음, 완벽한 이름은 어떤 느낌인데?",0
90026,"""아이스""",chestnuts_lover,2019-04-22 09:56:50,"ㅠㅠㅠㅠㅠㅠㅠ
ㅠㅠ
ㅠ

시열님 키워드:하후선,힙,커피,아이스,신남(?)",0
1755,"""물뽕""",elije35,2018-08-20 18:28:18,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
^※%!●[ pic.twitter.com/NZuyAkthDW",1
34824,"""아이스""",classicoguy,2018-08-28 05:56:24,아이스블렌디드는 휘핑크림을 막 섞어야 제맛인데 이게 뭐람 pic.twitter.com/22oJ09qnQK,0
